Geneid	count
1190002N15Rik	648.00
1190003J15Rik	2.00
1190003K10Rik	0.00
1190005F20Rik	559.00
1190005I06Rik	57.00
1190007F08Rik	35.76
1190007I07Rik	35.00
1200009I06Rik	8.00
1200011I18Rik	1204.00
1200011M11Rik	505.00
1200014J11Rik	597.00
1200016B10Rik	154.00
1300001I01Rik	1647.00
1300002E11Rik	86.00
1300002K09Rik	3.00
1300010F03Rik	623.00
1300014I06Rik	117.00
1300015D01Rik	0.00
1300017J02Rik	0.00
1300018I17Rik	1098.00
1300018J18Rik	264.61
1500001M20Rik	181.00
1500002F19Rik	0.00
1500002O10Rik	4.00
1500002O20Rik	564.00
1500003O03Rik	1896.00
1500004A13Rik	798.07
1500009C09Rik	897.00
1500009L16Rik	537.00
1500010J02Rik	1608.00
1500011B03Rik	1426.00
1500011H22Rik	689.00
1500011K16Rik	151.00
1500012F01Rik	122.00
1500012K07Rik	1.00
1500015A07Rik	38.00
1500015L24Rik	0.00
1500015O10Rik	86.00
1500016L03Rik	0.00
1500017E21Rik	4.64
1500031L02Rik	961.00
1500032L24Rik	808.00
1500035N22Rik	105.00
1520401A03Rik	0.00
1520402A15Rik	275.00
1600002D24Rik	0.00
1600002H07Rik	169.00
1600002K03Rik	21.00
1600010M07Rik	1.00
1600012F09Rik	880.00
1600012H06Rik	525.27
1600012P17Rik	0.00
1600014C10Rik	432.00
1600014C23Rik	2.00
1600014K23Rik	0.00
1600015I10Rik	0.00
1600016N20Rik	1.00
1600019K03Rik	0.00
1600020E01Rik	63.00
1600021P15Rik	1714.00
1600025M17Rik	0.00
1600027N09Rik	100.00
1600029D21Rik	1.00
1600029I14Rik	2.00
1600029O15Rik	47.00
1700001C02Rik	8.00
1700001C19Rik	0.00
1700001D01Rik	0.00
1700001F09Rik	0.00
1700001G11Rik	1.00
1700001G17Rik	7.00
1700001J03Rik	0.00
1700001J11Rik	0.00
1700001K19Rik	6.00
1700001K23Rik	1.00
1700001L05Rik	79.00
1700001L19Rik	343.00
1700001O22Rik	11.00
1700001P01Rik	2.00
1700003C15Rik	0.00
1700003D09Rik	7.00
1700003E16Rik	267.00
1700003E24Rik	0.00
1700003F12Rik	1.00
1700003F17Rik	0.00
1700003G13Rik	0.00
1700003G18Rik	0.00
1700003H04Rik	0.00
1700003L19Rik	0.00
1700003M02Rik	80.00
1700003M07Rik	193.00
1700003P14Rik	0.00
1700006A11Rik	0.00
1700006E09Rik	0.00
1700006F04Rik	0.00
1700006H21Rik	0.00
1700006J14Rik	0.00
1700007B14Rik	5.00
1700007E05Rik	0.00
1700007F19Rik	1.00
1700007G11Rik	20.00
1700007I08Rik	6.00
1700007J10Rik	0.00
1700007K09Rik	0.00
1700007K13Rik	33.00
1700007L15Rik	1.00
1700007P06Rik	0.00
1700008A04Rik	0.00
1700008F21Rik	0.00
1700008I05Rik	1.00
1700008J07Rik	36.66
1700008K24Rik	2.00
1700008O03Rik	6.00
1700008P02Rik	0.00
1700008P20Rik	0.00
1700009C05Rik	3.00
1700009J07Rik	0.00
1700009N14Rik	0.00
1700009P17Rik	36.00
1700010B08Rik	0.00
1700010B13Rik	0.00
1700010D01Rik	0.00
1700010H22Rik	0.00
1700010I02Rik	0.00
1700010I14Rik	15.00
1700010J16Rik	0.00
1700010K23Rik	0.00
1700010L04Rik	3.00
1700010M22Rik	0.00
1700011A15Rik	0.00
1700011B04Rik	0.00
1700011E24Rik	2.00
1700011F03Rik	0.00
1700011F14Rik	1.00
1700011H14Rik	0.00
1700011I03Rik	0.00
1700011J10Rik	58.00
1700011L22Rik	0.00
1700011M02Rik	0.00
1700012A03Rik	0.00
1700012A16Rik	18.00
1700012B07Rik	0.00
1700012B09Rik	4.00
1700012B15Rik	58.00
1700012D01Rik	4.00
1700012D14Rik	2.00
1700012I11Rik	0.00
1700012L04Rik	2.00
1700012P22Rik	0.00
1700013D24Rik	0.00
1700013F07Rik	5.00
1700013G23Rik	11.00
1700013G24Rik	0.00
1700013H16Rik	0.00
1700013N18Rik	0.00
1700014N06Rik	0.00
1700015E13Rik	1.00
1700015F17Rik	0.00
1700015G11Rik	0.00
1700016C15Rik	0.00
1700016D06Rik	0.00
1700016G14Rik	1.00
1700016G22Rik	0.00
1700016H13Rik	1.00
1700016K19Rik	69.00
1700016L04Rik	0.00
1700016L21Rik	0.00
1700016M24Rik	0.00
1700016P04Rik	0.00
1700017B05Rik	159.00
1700017D01Rik	0.00
1700017G19Rik	0.00
1700017J07Rik	0.00
1700017N19Rik	0.00
1700018A04Rik	1.00
1700018A14Rik	3.00
1700018B08Rik	0.00
1700018B24Rik	0.00
1700018C11Rik	0.00
1700018F24Rik	0.00
1700018G05Rik	0.00
1700018L02Rik	10.12
1700018L24Rik	2.00
1700019A02Rik	0.00
1700019B03Rik	0.00
1700019B21Rik	0.00
1700019D03Rik	64.00
1700019E08Rik	0.00
1700019E19Rik	115.00
1700019G17Rik	142.93
1700019G24Rik	0.00
1700019L03Rik	6.00
1700019M22Rik	0.00
1700019N12Rik	28.00
1700019N19Rik	3.00
1700019O17Rik	0.00
1700019P21Rik	0.00
1700020A23Rik	3.00
1700020C07Rik	1.00
1700020D05Rik	3.00
1700020G17Rik	0.00
1700020I14Rik	3156.02
1700020L24Rik	6.00
1700020M21Rik	0.00
1700020N01Rik	0.00
1700020N15Rik	0.00
1700020N18Rik	3.00
1700020O03Rik	1420.00
1700021A07Rik	0.00
1700021C14Rik	3.00
1700021F05Rik	346.00
1700021F07Rik	0.00
1700021K19Rik	2040.00
1700021N21Rik	1.00
1700021P04Rik	0.00
1700022A21Rik	0.00
1700022A22Rik	0.00
1700022E09Rik	0.00
1700022H16Rik	0.00
1700022I11Rik	0.00
1700022N22Rik	9.00
1700022P22Rik	0.00
1700023A16Rik	0.00
1700023C21Rik	0.00
1700023E05Rik	22.00
1700023F02Rik	1.00
1700023F06Rik	16.00
1700023L04Rik	3.00
1700024B05Rik	0.00
1700024B18Rik	0.00
1700024F13Rik	5.00
1700024F20Rik	263.00
1700024G13Rik	1.00
1700024P03Rik	0.00
1700024P04Rik	0.00
1700024P16Rik	11.00
1700025B11Rik	0.00
1700025C18Rik	0.00
1700025E21Rik	2.00
1700025F22Rik	0.00
1700025F24Rik	0.00
1700025G04Rik	2250.00
1700025H01Rik	0.00
1700025K23Rik	64.00
1700025K24Rik	0.00
1700025M24Rik	0.00
1700025N23Rik	0.00
1700026D08Rik	11.00
1700026D11Rik	0.00
1700026F02Rik	0.00
1700026J04Rik	11.00
1700026J12Rik	0.00
1700026L06Rik	2.00
1700027A15Rik	0.00
1700027A23Rik	20.00
1700027D21Rik	0.00
1700027F09Rik	0.00
1700027H10Rik	0.00
1700027I24Rik	0.00
1700027J07Rik	0.00
1700028B04Rik	0.00
1700028D13Rik	0.00
1700028E10Rik	4.00
1700028I16Rik	1.00
1700028J19Rik	2.00
1700028K03Rik	13.00
1700028M03Rik	0.00
1700028P14Rik	11.00
1700028P15Rik	0.00
1700029B22Rik	0.00
1700029E06Rik	0.00
1700029F09Rik	93.00
1700029F12Rik	0.00
1700029G01Rik	26.00
1700029H14Rik	3.00
1700029I01Rik	133.18
1700029I15Rik	0.00
1700029J03Rik	0.00
1700029J07Rik	58.00
1700029J11Rik	0.00
1700029M03Rik	0.00
1700029M20Rik	0.00
1700029N11Rik	0.00
1700029P11Rik	0.00
1700030A11Rik	1.00
1700030C10Rik	11.00
1700030C12Rik	0.00
1700030F04Rik	0.00
1700030F18Rik	0.00
1700030J22Rik	311.00
1700030K09Rik	164.00
1700030L20Rik	0.00
1700030M09Rik	0.00
1700030N03Rik	0.00
1700030O20Rik	0.00
1700031A10Rik	0.00
1700031F05Rik	0.00
1700031L13Rik	0.00
1700031M16Rik	0.00
1700031P21Rik	0.00
1700034E13Rik	0.00
1700034F02Rik	2.00
1700034G24Rik	4.00
1700034H14Rik	132.00
1700034H15Rik	46.73
1700034I23Rik	1.00
1700034J04Rik	0.00
1700034J05Rik	0.00
1700034K08Rik	0.00
1700034O15Rik	0.00
1700034P13Rik	9.84
1700036A12Rik	0.00
1700036G14Rik	0.00
1700037C18Rik	64.00
1700037H04Rik	529.00
1700039E15Rik	1.00
1700039E22Rik	0.00
1700039M10Rik	1.00
1700040D17Rik	21.00
1700040F15Rik	0.00
1700040F17Rik	0.00
1700040I03Rik	93.00
1700040L02Rik	18.00
1700040N02Rik	0.00
1700041C23Rik	0.00
1700041M19Rik	0.00
1700042B14Rik	0.00
1700042G07Rik	0.00
1700042G15Rik	0.00
1700042O10Rik	0.00
1700044C05Rik	0.00
1700044K03Rik	0.00
1700045H11Rik	0.00
1700045I11Rik	1.00
1700045I19Rik	33.00
1700046C09Rik	0.00
1700047G03Rik	0.00
1700047I17Rik2	1775.35
1700047L14Rik	0.00
1700047M11Rik	1.00
1700048M11Rik	0.00
1700048O20Rik	73.00
1700049E15Rik	0.00
1700049E17Rik1	0.00
1700049E17Rik2	0.00
1700049E22Rik	0.00
1700049G17Rik	313.05
1700049L16Rik	0.00
1700051A21Rik	4.00
1700052I22Rik	0.00
1700052K11Rik	153.99
1700052N19Rik	223.00
1700054A03Rik	0.00
1700054K19Rik	0.00
1700054M17Rik	0.00
1700054N08Rik	768.00
1700054O13Rik	0.00
1700054O19Rik	1.00
1700055C04Rik	0.00
1700055D18Rik	7.00
1700055N04Rik	0.00
1700056E22Rik	3.00
1700057G04Rik	0.00
1700057H15Rik	0.00
1700057K13Rik	0.00
1700058G18Rik	0.00
1700060C16Rik	0.00
1700060C20Rik	0.00
1700060O08Rik	0.00
1700061E17Rik	0.00
1700061F12Rik	0.00
1700061G19Rik	2.00
1700061I17Rik	0.00
1700061J05Rik	2.00
1700063A18Rik	0.00
1700063D05Rik	0.00
1700063H04Rik	0.00
1700063K16Rik	0.00
1700063O14Rik	0.00
1700064J06Rik	0.00
1700064M15Rik	1.00
1700065D16Rik	2.00
1700065I16Rik	0.00
1700065I17Rik	0.00
1700065J11Rik	0.00
1700065J18Rik	0.00
1700065O20Rik	1.00
1700066B17Rik	0.00
1700066B19Rik	1.00
1700066C05Rik	0.00
1700066J24Rik	317.00
1700066M21Rik	605.00
1700066N21Rik	0.00
1700066O22Rik	0.00
1700067G17Rik	0.00
1700067K01Rik	0.00
1700067P10Rik	0.00
1700069L16Rik	0.00
1700069P05Rik	0.00
1700071K01Rik	2.00
1700071M16Rik	10.00
1700072B07Rik	0.00
1700072E05Rik	0.00
1700072O05Rik	0.00
1700073E17Rik	0.00
1700074H08Rik	0.00
1700074P13Rik	0.00
1700080E11Rik	0.00
1700080N15Rik	0.00
1700080O16Rik	0.00
1700081H04Rik	0.00
1700081H22Rik	0.00
1700081L11Rik	2288.69
1700083H02Rik	0.00
1700084C01Rik	123.00
1700084E18Rik	2.00
1700084F23Rik	0.00
1700084J12Rik	0.00
1700084M14Rik	0.00
1700085B03Rik	0.00
1700085C21Rik	0.00
1700086L19Rik	645.00
1700086O06Rik	38.00
1700086P04Rik	1.00
1700088E04Rik	36.44
1700090G07Rik	0.00
1700091E21Rik	0.00
1700091H14Rik	0.00
1700092C02Rik	0.00
1700092C10Rik	0.00
1700092E19Rik	0.00
1700092K14Rik	0.00
1700092M07Rik	0.00
1700093J21Rik	2.00
1700093K21Rik	0.00
1700094D03Rik	57.00
1700094J05Rik	0.00
1700094M24Rik	0.00
1700095A13Rik	0.00
1700095A21Rik	0.00
1700095B10Rik	0.00
1700095B22Rik	7.00
1700095J03Rik	14.00
1700096J18Rik	0.00
1700096K18Rik	37.00
1700097N02Rik	27.00
1700099I09Rik	0.00
1700100L14Rik	0.00
1700101E01Rik	6.00
1700101G07Rik	0.00
1700101I11Rik	18.00
1700101O22Rik	0.00
1700102H20Rik	1.00
1700102P08Rik	19.00
1700104A03Rik	0.00
1700104B16Rik	1.00
1700105P06Rik	4.00
1700106J16Rik	0.00
1700106N22Rik	165.00
1700108F19Rik	0.00
1700108J01Rik	0.00
1700108M19Rik	0.00
1700109F18Rik	0.00
1700109G14Rik	3.00
1700109G15Rik	0.00
1700109H08Rik	2.00
1700109I08Rik	0.00
1700110C19Rik	3.00
1700110I01Rik	3.00
1700110K17Rik	1.00
1700110M21Rik	0.00
1700111E14Rik	0.00
1700111N16Rik	0.00
1700112E06Rik	3.00
1700112H15Rik	0.00
1700112M01Rik	0.00
1700113A16Rik	262.00
1700113H08Rik	2.00
1700113I22Rik	13.36
1700119H24Rik	0.00
1700120B22Rik	0.00
1700120C14Rik	1.00
1700120E14Rik	0.00
1700120G07Rik	0.00
1700120K04Rik	2.00
1700121L16Rik	0.00
1700121N20Rik	1.00
1700122E12Rik	0.00
1700122H20Rik	0.00
1700122O11Rik	0.00
1700123I01Rik	0.00
1700123K08Rik	0.00
1700123L14Rik	0.00
1700123M08Rik	19.00
1700123O12Rik	0.00
1700123O20Rik	320.29
1700123O21Rik	0.00
1700124L16Rik	2.00
1700125D06Rik	3.00
1700125G02Rik	0.00
1700125G22Rik	1.00
1700125H03Rik	3.00
1700125H20Rik	1.00
1700126H18Rik	0.00
1700128A07Rik	0.00
1700128F08Rik	0.00
1700129C05Rik	0.00
1810006J02Rik	0.00
1810006K21Rik	343.00
1810007C17Rik	0.00
1810007D17Rik	0.00
1810007I06Rik	0.00
1810008A18Rik	758.00
1810008B01Rik	0.00
1810008I18Rik	0.00
1810009A15Rik	99.00
1810009J06Rik	0.00
1810010D01Rik	1.00
1810010H24Rik	35.00
1810011H11Rik	4.00
1810011O10Rik	33.00
1810012K16Rik	1.00
1810012P15Rik	1039.00
1810013A23Rik	0.00
1810013D10Rik	185.00
1810013L24Rik	1348.00
1810014B01Rik	37.00
1810014F10Rik	37.00
1810018F18Rik	0.00
1810019D21Rik	0.00
1810019J16Rik	0.00
1810020D17Rik	213.00
1810020O05Rik	6.87
1810021B22Rik	1.00
1810022K09Rik	304.00
1810024B03Rik	1.00
1810026B05Rik	152.31
1810026J23Rik	1710.00
1810027O10Rik	179.00
1810029B16Rik	177.00
1810030J14Rik	0.00
1810030N24Rik	120.00
1810030O07Rik	440.00
1810031K17Rik	572.94
1810032O08Rik	60.00
1810033B17Rik	6.00
1810034E14Rik	0.00
1810035I16Rik	0.00
1810035L17Rik	198.00
1810037I17Rik	367.87
1810041L15Rik	1315.00
1810043G02Rik	406.00
1810043H04Rik	65.00
1810044D09Rik	2.00
1810046J19Rik	838.00
1810046K07Rik	1.00
1810048J11Rik	1032.00
1810049H13Rik	29.00
1810053B23Rik	0.00
1810055G02Rik	704.00
1810058I24Rik	267.00
1810059H22Rik	6.00
1810062G17Rik	2.00
1810062O18Rik	4.00
1810063B05Rik	127.00
1810063B07Rik	119.00
1810064F22Rik	0.00
1810065E05Rik	0.00
1810074P20Rik	584.00
2010001E11Rik	2.00
2010001M06Rik	5.00
2010001M09Rik	0.00
2010002M12Rik	20.00
2010002N04Rik	66.00
2010003K11Rik	0.00
2010003K15Rik	0.00
2010003O02Rik	14.00
2010005H15Rik	0.00
2010009K17Rik	0.00
2010010A06Rik	0.00
2010011I20Rik	570.00
2010012O05Rik	432.00
2010012P19Rik	3.00
2010015L04Rik	265.00
2010016I18Rik	0.00
2010106C02Rik	0.00
2010106E10Rik	0.00
2010106G01Rik	1150.00
2010107E04Rik	862.00
2010107G12Rik	9.00
2010107G23Rik	581.00
2010107H07Rik	27.00
2010109A12Rik	0.00
2010109I03Rik	0.00
2010109K11Rik	689.00
2010110K18Rik	0.00
2010110P09Rik	29.00
2010111I01Rik	104.00
2010204K13Rik	15.00
2010300C02Rik	1453.20
2010300F17Rik	1.00
2010305A19Rik	523.00
2010308F09Rik	0.00
2010310C07Rik	0.00
2010315B03Rik	171.00
2010317E24Rik	69.00
2010320M18Rik	113.00
2010321M09Rik	607.00
2200002D01Rik	0.00
2200002J24Rik	0.00
2200002K05Rik	246.00
2210008F06Rik	63.00
2210009G21Rik	261.00
2210010C04Rik	1.00
2210010C17Rik	0.00
2210011C24Rik	2.00
2210012G02Rik	738.00
2210013O21Rik	436.00
2210015D19Rik	105.00
2210016F16Rik	154.00
2210016L21Rik	1574.00
2210018M11Rik	799.00
2210019I11Rik	0.00
2210020M01Rik	4.00
2210021J22Rik	77.00
2210039B01Rik	1.00
2210403K04Rik	212.00
2210404J11Rik	166.22
2210404O07Rik	13.00
2210404O09Rik	130.00
2210407C18Rik	0.00
2210408F21Rik	14.00
2210408I21Rik	427.00
2210409D07Rik	0.00
2210409E12Rik	0.00
2210411K11Rik	26.00
2210414B05Rik	0.00
2210415F13Rik	0.00
2210416O15Rik	6.00
2210417A02Rik	0.00
2210417K05Rik	2.00
2210420H20Rik	0.00
2300002M23Rik	0.00
2300003K06Rik	0.00
2300005B03Rik	0.00
2300009A05Rik	88.00
2310001A20Rik	747.00
2310001H17Rik	1.00
2310001H18Rik	0.00
2310001K24Rik	0.00
2310002D06Rik	1.00
2310002F09Rik	14.00
2310002J15Rik	0.00
2310002L09Rik	0.00
2310002L13Rik	0.00
2310003C23Rik	848.00
2310003F16Rik	767.00
2310003H01Rik	1778.00
2310003L06Rik	4.00
2310003L22Rik	509.99
2310004I24Rik	172.00
2310004N24Rik	265.00
2310005A03Rik	0.00
2310005E17Rik	0.00
2310005G13Rik	1.00
2310006M14Rik	3.00
2310007B03Rik	1.00
2310007L24Rik	0.00
2310008H04Rik	74.00
2310008H09Rik	1739.00
2310008N11Rik	0.00
2310009A05Rik	43.00
2310009B15Rik	79.00
2310010G23Rik	9.00
2310010J17Rik	3.00
2310010M20Rik	0.00
2310011J03Rik	305.00
2310014F06Rik	5.00
2310014F07Rik	0.00
2310014L17Rik	25.00
2310015A10Rik	137.00
2310015B20Rik	0.00
2310015D24Rik	2.00
2310016D03Rik	0.00
2310016G11Rik	0.00
2310016M24Rik	306.00
2310020H05Rik	0.00
2310021P13Rik	3001.98
2310022A10Rik	386.00
2310022B05Rik	1981.00
2310026I22Rik	1.01
2310028H24Rik	3070.00
2310030A07Rik	0.00
2310030G06Rik	26.00
2310030N02Rik	90.00
2310033E01Rik	0.00
2310033P09Rik	279.00
2310034C09Rik	0.00
2310034G01Rik	8.00
2310034O05Rik	0.00
2310035C23Rik	2283.00
2310035K24Rik	122.00
2310036O22Rik	1187.00
2310037I24Rik	1093.00
2310039H08Rik	83.00
2310039L15Rik	1.00
2310040G07Rik	2.00
2310040G24Rik	42.00
2310042D19Rik	64.00
2310042E22Rik	0.00
2310043J07Rik	0.00
2310043L19Rik	0.00
2310043O21Rik	0.00
2310044G17Rik	1729.00
2310044H10Rik	2036.00
2310045N01Rik	102.00
2310046A06Rik	226.00
2310046K01Rik	51.00
2310046O06Rik	591.00
2310047B19Rik	228.00
2310047D07Rik	0.00
2310047M10Rik	422.00
2310050B05Rik	0.00
2310050C09Rik	0.00
2310057J18Rik	0.00
2310057M21Rik	435.00
2310057N15Rik	0.00
2310058D17Rik	31.00
2310061C15Rik	105.00
2310061I04Rik	717.00
2310061J03Rik	31.26
2310061N02Rik	0.00
2310065F04Rik	1.00
2310067B10Rik	1056.00
2310067E19Rik	1.00
2310068J16Rik	11.05
2310069B03Rik	0.00
2310069G16Rik	41.00
2310079F23Rik	106.00
2310079G19Rik	0.00
2310081J21Rik	0.00
2400001E08Rik	920.00
2400003C14Rik	1744.00
2400009B08Rik	21.00
2410001C21Rik	1479.47
2410002F23Rik	1813.00
2410002I01Rik	390.00
2410002O22Rik	1340.00
2410003K15Rik	104.00
2410003L11Rik	0.00
2410004A20Rik	0.00
2410004B18Rik	510.00
2410004I01Rik	21.00
2410004N09Rik	58.00
2410004P03Rik	86.00
2410006H16Rik	186.00
2410007B07Rik	0.00
2410012E07Rik	0.00
2410012M07Rik	0.00
2410015M20Rik	368.00
2410016O06Rik	296.00
2410017I17Rik	0.00
2410017P09Rik	203.90
2410018L13Rik	125.00
2410018M08Rik	175.32
2410021H03Rik	2.00
2410022L05Rik	318.00
2410022M11Rik	34.00
2410042D21Rik	372.00
2410057H14Rik	3.00
2410066E13Rik	3536.00
2410075B13Rik	131.00
2410076I21Rik	3.00
2410088K16Rik	0.00
2410089E03Rik	1204.00
2410091C18Rik	691.00
2410114N07Rik	0.00
2410124H12Rik	2.00
2410127L17Rik	300.00
2410131K14Rik	740.00
2410133F24Rik	7.00
2410137F16Rik	49.00
2410137M14Rik	0.00
2410141K09Rik	0.00
2500003M10Rik	4029.00
2500004C02Rik	50.00
2510002D24Rik	169.00
2510003D18Rik	1.00
2510003E04Rik	2284.00
2510006D16Rik	491.06
2510009E07Rik	4133.00
2510012J08Rik	510.00
2510039O18Rik	481.34
2510049J12Rik	23.00
2600006K01Rik	9.00
2600006L11Rik	0.00
2610001J05Rik	598.00
2610002D18Rik	19.00
2610002I17Rik	186.00
2610002J02Rik	189.00
2610002M06Rik	2676.00
2610005L07Rik	2319.29
2610008E11Rik	1048.00
2610015P09Rik	49.00
2610016A17Rik	0.00
2610017I09Rik	449.00
2610018G03Rik	25.00
2610019E17Rik	21.00
2610019F03Rik	227.00
2610020C07Rik	11.13
2610020H08Rik	25.00
2610021A01Rik	410.54
2610021K21Rik	14.00
2610027K06Rik	0.00
2610027L16Rik	429.14
2610028E06Rik	7.00
2610028H24Rik	1.44
2610029G23Rik	347.00
2610029I01Rik	278.00
2610034B18Rik	239.00
2610034M16Rik	26.00
2610035D17Rik	135.00
2610035F20Rik	3.00
2610037D02Rik	0.00
2610039C10Rik	124.00
2610042L04Rik	95.48
2610044O15Rik	124.00
2610100L16Rik	57.00
2610101N10Rik	2230.91
2610109H07Rik	1224.99
2610203C20Rik	536.00
2610203C22Rik	6.00
2610204G22Rik	6.00
2610206C17Rik	0.00
2610301B20Rik	451.00
2610301G19Rik	2049.00
2610305D13Rik	15.73
2610306M01Rik	118.00
2610307P16Rik	13.00
2610316D01Rik	51.00
2610318N02Rik	11.00
2610507B11Rik	6410.00
2610507I01Rik	281.00
2610524H06Rik	258.00
2610528A11Rik	3.00
2610528E23Rik	175.00
2610528J11Rik	0.00
2700007P21Rik	631.00
2700012I20Rik	0.00
2700023E23Rik	30.00
2700029M09Rik	523.00
2700033N17Rik	26.00
2700038G22Rik	26.00
2700046A07Rik	16.00
2700046G09Rik	16.00
2700049A03Rik	222.00
2700050L05Rik	553.86
2700054A10Rik	156.00
2700060E02Rik	1193.25
2700062C07Rik	189.00
2700069I18Rik	7.00
2700070H01Rik	1.00
2700078E11Rik	1718.85
2700081L22Rik	8.00
2700081O15Rik	4435.08
2700086A05Rik	0.00
2700089E24Rik	1660.00
2700089I24Rik	0.00
2700090O03Rik	136.00
2700094K13Rik	464.00
2700097O09Rik	51.00
2700099C18Rik	29.00
2810001G20Rik	116.00
2810002D19Rik	103.00
2810002N01Rik	280.00
2810004N23Rik	264.00
2810006K23Rik	166.00
2810007J24Rik	0.00
2810008D09Rik	79.00
2810008M24Rik	534.00
2810011L19Rik	731.00
2810013P06Rik	292.00
2810021B07Rik	233.00
2810021J22Rik	292.72
2810025M15Rik	216.60
2810029C07Rik	132.00
2810030D12Rik	0.00
2810030E01Rik	251.00
2810032G03Rik	171.00
2810039B14Rik	19.00
2810046L04Rik	600.00
2810047C21Rik1	1.00
2810049E08Rik	63.00
2810055F11Rik	29.00
2810055G20Rik	4.00
2810402E24Rik	12.00
2810403A07Rik	1102.00
2810403D21Rik	1.00
2810404M03Rik	1.00
2810405F15Rik	6.00
2810405K02Rik	256.00
2810407A14Rik	0.00
2810407C02Rik	4778.00
2810408A11Rik	19.00
2810408I11Rik	6.00
2810408M09Rik	403.30
2810410L24Rik	54.00
2810417H13Rik	143.00
2810422J05Rik	311.00
2810422O20Rik	53.00
2810428I15Rik	304.00
2810429I04Rik	12.00
2810432D09Rik	184.00
2810432L12Rik	2043.35
2810433D01Rik	2.00
2810442I21Rik	3.00
2810442N19Rik	1.00
2810453I06Rik	1428.00
2810454H06Rik	13.00
2810459M11Rik	311.00
2810468N07Rik	112.00
2810471M01Rik	0.00
2810474O19Rik	395.00
2900002K06Rik	3.00
2900005J15Rik	17.00
2900006K08Rik	20.00
2900008C10Rik	53.00
2900009J06Rik	25.00
2900010M23Rik	465.00
2900011O08Rik	5758.00
2900026A02Rik	2605.00
2900041M22Rik	6.00
2900052N01Rik	59.00
2900053A13Rik	148.88
2900055J20Rik	47.00
2900056M20Rik	612.00
2900057B20Rik	0.00
2900060B14Rik	0.00
2900064A13Rik	855.00
2900076A07Rik	14.00
2900079G21Rik	211.21
2900092C05Rik	0.00
2900092D14Rik	742.00
2900092E17Rik	422.66
2900093L17Rik	0.00
2900097C17Rik	29234.71
3000002C10Rik	36.00
3010001F23Rik	16.00
3010003L21Rik	1.00
3010026O09Rik	211.00
3010033K07Rik	0.00
3100003L05Rik	4.00
3110001D03Rik	418.00
3110001I22Rik	34.00
3110002H16Rik	410.52
3110003A17Rik	250.00
3110006O06Rik	7.00
3110007F17Rik	37.22
3110009E18Rik	19.00
3110009F21Rik	0.00
3110009M11Rik	2.00
3110015C05Rik	3.00
3110018I06Rik	0.00
3110021A11Rik	2.00
3110021N24Rik	119.00
3110035E14Rik	3107.00
3110039I08Rik	1.00
3110039M20Rik	45.00
3110040M04Rik	0.00
3110040N11Rik	77.00
3110043A19Rik	1.00
